iid,i_year,i_Action,i_Adventure,i_Animation,i_Children's,i_Comedy,i_Crime,i_Documentary ,i_Drama ,i_Fantasy ,i_Film-Noir ,i_Horror ,i_Musical ,i_Mystery ,i_Romance ,i_Sci-Fi ,i_Thriller ,i_War ,i_Western,i_Other,i_Actor,i_Director
296,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
297,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,248
298,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,249
299,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,751,1118
300,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252,55
301,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,486,251
302,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,41,237
303,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,248
304,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
305,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,486,47
306,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,832,1118
307,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,267,46
308,7,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,62,1118
309,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
310,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,135
311,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,639,254
312,7,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,727,190
313,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,213,95
314,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1118
315,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,849,14
316,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,600,256
317,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,635,257
318,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,278,81
319,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,740,15
320,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
321,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1118
322,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,145,37
323,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,261
324,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,215,1118
325,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,205,263
326,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,158,88
327,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,86,264
328,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,740,70
329,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,683,265
330,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196,266
331,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,181,267
332,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,40,268
333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,157,13
334,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,649,54
335,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,880,1118
336,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,884,1118
337,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,887,1118
338,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,892,272
339,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1118
340,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,254,274
341,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,589,179
342,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,216,7
343,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,648,175
344,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,390,1118
345,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,46,15
346,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,196,2
347,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86,45
348,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,683,265
349,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,1118
350,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,116,277
351,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,685,278
352,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3556,279
353,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,918,280
354,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,149,1118
355,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,196,45
356,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,109,32
357,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,184
358,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,147,1118
359,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,283
360,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
361,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,932,285
362,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,338,183
363,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,286
364,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1118
365,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263,1118
366,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,684,289
367,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,947,1118
368,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1118
369,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,952,292
370,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,740,293
371,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,794,190
372,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,961,1118
373,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,868,1118
374,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,296
375,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,971,169
376,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,973,297
377,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,977,1118
378,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,668,299
379,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,982,300
380,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,679,1118
381,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,983,220
382,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,987,1118
383,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,991,303
384,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,992,304
385,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,306,95
386,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,611,6
387,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,648,26
388,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,183
389,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,305
390,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314,306
391,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306,156
392,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,25
393,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,92
394,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,787,272
395,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,373,193
396,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1020,1118
397,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1118
398,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,1118
399,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255,18
400,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,292
401,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,311
402,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,234,312
403,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,600,49
404,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,99
405,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,247,74
406,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,277,318
407,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,393,1118
408,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,523,125
409,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,94,135
410,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,188,320
411,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,982,63
412,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,954,1118
413,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,690,1118
414,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,324
415,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1057,1118
416,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1058,152
417,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1062,326
418,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3556,99
419,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,453,152
420,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329,99
421,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,147,328
422,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1118
423,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,131,81
424,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1077,278
425,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177,11
426,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,680,1118
427,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1084,1118
428,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336,332
429,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,410,155
430,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3556,333
431,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,334
432,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1100,99
433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,648,122
434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,992,1118
435,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,259,186
436,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1108,183
437,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1114,341
438,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1116,154
439,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1108,342
440,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1124,1118
441,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1129,344
442,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3556,1118
443,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1137,182
444,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1139,1118
445,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1143,155
446,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1078,1118
447,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,74
448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1084,70
449,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,679,155
450,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,679,1118
451,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,350
452,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,691,351
453,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,582,1118
454,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162,1118
455,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
456,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,952,354
457,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126,1118
458,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,54
459,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1170,356
460,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1118
461,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,358
462,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3556,360
463,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,133
464,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1182,361
465,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,261,280
466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,369,362
467,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,1118
468,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1015,364
469,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,254,138
470,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,366
471,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,178,52
472,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,368,367
473,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,735,90
474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,508,147
475,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,737,368
476,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397,1118
477,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1118
478,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1206,141
479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,428,182
480,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1206,182
481,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,500,371
482,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,500,371
483,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1219,372
484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1219,373
485,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,408,141
486,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1219,371
487,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,408,374
488,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,596,371
489,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1206,182
490,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1206,182
491,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,372
492,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1239,376
493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1243,1118
494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,378
495,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1118
496,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,428,148
497,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,378
498,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1219,373
499,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,259,381
500,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
501,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329,99
502,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,46,15
503,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,583,383
504,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,1118
505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1234,182
506,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1239,1118
507,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,395,376
508,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,188,184
509,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,635,257
510,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3556,1118
511,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1050,188
512,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1284,386
513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,420,1118
514,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,397,15
515,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,966,55
516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,236,388
517,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,397,15
518,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,393,80
519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,373
520,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,238,389
521,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,86,390
522,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1306,391
523,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,259,344
524,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,1118
525,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1219,378
526,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1317,374
527,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,278,393
528,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,956,394
529,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,61
530,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,373
531,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,334,1118
532,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3556,396
533,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,433,1118
534,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,1118
535,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,178,1118
536,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
537,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,267,231
538,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,178,1118
539,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1118
540,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1118
541,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,223
542,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,82,1118
543,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3556,1118
544,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,685,268
545,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,196
546,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,249
547,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,834,1118
548,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126,1118
549,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,410
550,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,156
551,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1372,1118
552,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127,261
553,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,267,360
554,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,266
555,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1118
556,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,655,413
557,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1383,1118
558,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,471,132
559,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,415
560,5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1391,1118
561,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,86,82
562,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,181
563,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1396,318
564,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1406,306
565,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,276,417
566,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252,418
567,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,652,196
568,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,267,128
569,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,684,28
570,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,419
571,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,54,285
572,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109,160
573,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1418,420
574,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,105,1118
575,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,646,422
576,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,868,159
577,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,338,423
578,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145,424
579,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,376,425
580,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,227,1118
581,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26,1118
582,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,62,428
583,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,192,429
584,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,638,430
585,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,950,431
586,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1118
587,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1448,1118
588,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3556,434
589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,596,1118
590,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1456,1118
591,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1460,277
592,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,947,1118
